2015-09-19 16:37:03, 217930, 19081, 16
2015-09-19 17:01:06, 217930, 19081, 16
2015-09-19 17:30:31, 218221, 19113, 16
2015-09-19 17:53:57, 218221, 19113, 16
2015-09-19 23:14:07, 218221, 19113, 16
2015-09-20 07:37:07, 77844, 8368, Auf Lager
2015-09-20 07:53:40, 77844, 8368, Auf Lager
2015-09-20 08:08:03, 77844, 8368, Auf Lager
2015-09-20 08:09:03, 77844, 8368, Auf Lager
2015-09-20 08:10:21, 77844, 8368, Auf Lager
2015-09-20 08:13:14, 77844, 8368, Auf Lager
2015-09-20 08:15:00, 77844, 8368, Auf Lager
2015-09-20 08:31:08, 77844, 8368, Auf Lager
2015-09-20 13:04:03, 82927, 8994, Auf Lager
2015-09-20 13:10:58, 82927, 8994, Auf Lager
2015-09-20 13:24:24, 82927, 8994, Auf Lager
2015-09-20 13:39:28, 82927, 8994, Auf Lager
2015-09-20 14:16:13, 82927, 8994, Auf Lager
2015-09-20 14:25:58, 82927, 8994, Auf Lager
2015-09-20 17:38:14, 82927, 8994, Auf Lager
2015-09-20 18:37:58, 82927, 8994, Auf Lager
2015-09-20 19:01:23, 82927, 8994, Auf Lager
2015-09-20 19:39:17, 82927, 8994, Auf Lager
2015-09-20 19:48:48, 82927, 8994, Auf Lager
2015-09-20 23:23:53, 116111, 11973, Auf Lager
2015-09-21 06:57:19, 142226, 13766, Auf Lager
2015-09-21 08:45:16, 150571, 14449, Auf Lager
2015-09-21 15:21:51, 155241, 15216, Auf Lager
2015-09-21 23:48:30, 176258, 16273, Auf Lager
2015-09-22 08:47:21, 209591, 18212, Auf Lager
2015-09-22 09:39:59, 209591, 18212, Auf Lager
2015-09-22 13:06:48, 210195, 18512, Auf Lager
2015-09-22 13:54:25, 207248, 18498, Auf Lager
2015-09-22 17:16:52, 209580, 18646, Auf Lager
2015-09-22 19:21:57, 209580, 18646, Auf Lager
2015-09-23 12:47:26, 235821, 20227, Auf Lager
2015-09-23 13:28:17, 235821, 20227, Auf Lager
2015-09-23 14:59:27, 235821, 20227, Auf Lager
2015-09-23 16:20:42, 235821, 20227, Auf Lager
2015-09-23 19:13:05, 235821, 20227, Auf Lager
2015-09-23 20:28:07, 245269, 20625, Auf Lager
2015-09-23 22:10:57, 245269, 20625, Auf Lager
2015-09-23 22:41:29, 251086, 20995, Auf Lager
2015-09-24 07:24:42, 260151, 21559, Auf Lager
2015-09-24 09:08:02, 262975, 21813, Auf Lager
2015-09-24 10:12:49, 262975, 21813, Auf Lager
2015-09-24 11:57:39, 260544, 21789, Auf Lager
2015-09-24 14:17:20, 260544, 21789, Auf Lager
2015-09-24 14:52:36, 255469, 21645, Auf Lager
2015-09-24 16:21:23, 255469, 21645, Auf Lager
2015-09-24 17:51:45, 253941, 21500, Auf Lager
2015-09-24 19:46:16, 253941, 21500, Auf Lager
2015-09-24 21:59:18, 258627, 21641, Auf Lager
2015-09-25 07:13:38, 271907, 22280, Auf Lager
2015-09-25 09:09:28, 271907, 22280, Auf Lager
2015-09-25 09:38:08, 274254, 22558, Auf Lager
2015-09-25 12:12:33, 274254, 22558, Auf Lager
2015-09-25 13:01:54, 269235, 22439, Auf Lager
2015-09-25 17:45:57, 265560, 22248, Auf Lager
2015-09-25 19:32:33, 266053, 22260, Auf Lager
2015-09-25 23:29:02, 267103, 22289, Auf Lager
2015-09-26 07:56:39, 274862, 22734, Auf Lager
2015-09-26 18:03:12, 263941, 22400, Auf Lager
2015-09-26 23:01:25, 39943, 4956, Auf Lager
2015-09-26 23:38:37, 60819, 6738, Auf Lager
2015-09-27 08:21:56, 85671, 9161, Auf Lager
2015-09-27 08:54:02, 96404, 10349, Auf Lager
2015-09-27 15:15:33, 102766, 11391, Auf Lager
2015-09-27 15:31:01, 102766, 11391, Auf Lager
2015-09-27 18:13:39, 102766, 11391, Auf Lager
2015-09-27 19:23:35, 111526, 12033, Auf Lager
2015-09-27 22:43:26, 126890, 13030, Auf Lager
2015-09-28 07:30:00, 147361, 14616, Auf Lager
2015-09-28 11:47:31, 161708, 15861, Auf Lager
2015-09-28 14:03:39, 160723, 16001, Auf Lager
2015-09-28 15:44:10, 160723, 16001, Auf Lager
2015-09-28 18:06:03, 165156, 16244, Auf Lager
2015-09-28 23:09:58, 175340, 16772, Auf Lager
2015-09-29 07:41:58, 76381, 7395, Auf Lager
2015-09-29 09:20:58, 87926, 8656, Auf Lager
2015-09-29 09:54:30, 87926, 8656, Auf Lager
