2015-09-19 16:37:03, 5614, 1178, 8
2015-09-19 17:01:06, 5614, 1178, 8
2015-09-19 17:30:31, 5614, 1178, 8
2015-09-19 17:53:57, 6804, 1328, 8
2015-09-19 23:14:07, 6804, 1328, 6
2015-09-20 07:37:07, 3533, 832, 15
2015-09-20 07:53:40, 3533, 832, 15
2015-09-20 08:08:03, 3533, 832, 15
2015-09-20 08:09:03, 3533, 832, 15
2015-09-20 08:10:21, 3533, 832, 15
2015-09-20 08:13:14, 3533, 832, 15
2015-09-20 08:15:00, 3533, 832, 15
2015-09-20 08:31:08, 3533, 832, 15
2015-09-20 13:04:03, 3889, 932, 13
2015-09-20 13:10:58, 3889, 932, 13
2015-09-20 13:24:24, 3889, 932, 13
2015-09-20 13:39:28, 3889, 932, 13
2015-09-20 14:16:13, 3889, 932, 13
2015-09-20 14:25:58, 3889, 932, 13
2015-09-20 17:38:14, 3889, 932, 13
2015-09-20 18:37:58, 3889, 932, 12
2015-09-20 19:01:23, 3889, 932, 12
2015-09-20 19:39:17, 3532, 938, 12
2015-09-20 19:48:48, 3532, 938, 12
2015-09-20 23:23:53, 5873, 1137, 10
2015-09-21 06:57:19, 2853, 622, 11
2015-09-21 08:45:16, 3780, 787, 11
2015-09-21 15:21:51, 4511, 1048, 11
2015-09-21 23:48:30, 8145, 1412, Auf Lager
2015-09-22 08:47:21, 5416, 885, Auf Lager
2015-09-22 09:39:59, 5416, 885, Auf Lager
2015-09-22 13:06:48, 4647, 890, Auf Lager
2015-09-22 13:54:25, 4779, 994, Auf Lager
2015-09-22 17:16:52, 6371, 1169, Auf Lager
2015-09-22 19:21:57, 6371, 1169, Auf Lager
2015-09-23 12:47:26, 6608, 1219, Auf Lager
2015-09-23 13:28:17, 6608, 1219, Auf Lager
2015-09-23 14:59:27, 6608, 1219, Auf Lager
2015-09-23 16:20:42, 6608, 1219, Auf Lager
2015-09-23 19:13:05, 6922, 1150, Auf Lager
2015-09-23 20:28:07, 6922, 1150, Auf Lager
2015-09-23 22:10:57, 6922, 1150, Auf Lager
2015-09-23 22:41:29, 9223, 1398, Auf Lager
2015-09-24 07:24:42, 7292, 1158, Auf Lager
2015-09-24 09:08:02, 4773, 854, Auf Lager
2015-09-24 10:12:49, 4773, 854, Auf Lager
2015-09-24 11:57:39, 4920, 940, Auf Lager
2015-09-24 14:17:20, 5280, 1052, Auf Lager
2015-09-24 14:52:36, 5280, 1052, Auf Lager
2015-09-24 16:21:23, 5280, 1052, Auf Lager
2015-09-24 17:51:45, 6729, 1198, Auf Lager
2015-09-24 19:46:16, 6729, 1198, Auf Lager
2015-09-24 21:59:18, 6295, 1086, Auf Lager
2015-09-25 07:13:38, 4001, 770, Auf Lager
2015-09-25 09:09:28, 4001, 770, Auf Lager
2015-09-25 09:38:08, 4448, 855, Auf Lager
2015-09-25 12:12:33, 4448, 855, Auf Lager
2015-09-25 13:01:54, 4568, 948, Auf Lager
2015-09-25 17:45:57, 5449, 1058, Auf Lager
2015-09-25 19:32:33, 3067, 676, Auf Lager
2015-09-25 23:29:02, 3812, 771, Auf Lager
2015-09-26 07:56:39, 4605, 934, Auf Lager
2015-09-26 18:03:12, 3847, 945, Auf Lager
2015-09-26 23:01:25, 3831, 875, Auf Lager
2015-09-26 23:38:37, 4137, 888, Auf Lager
2015-09-27 08:21:56, 3775, 872, Auf Lager
2015-09-27 08:54:02, 4720, 1103, Auf Lager
2015-09-27 15:15:33, 4861, 1214, Auf Lager
2015-09-27 15:31:01, 3221, 934, Auf Lager
2015-09-27 18:13:39, 3221, 934, Auf Lager
2015-09-27 19:23:35, 4667, 1109, Auf Lager
2015-09-27 22:43:26, 7866, 1463, Auf Lager
2015-09-28 07:30:00, 15494, 2435, Auf Lager
2015-09-28 11:47:31, 5445, 1182, Auf Lager
2015-09-28 14:03:39, 5718, 1307, Auf Lager
2015-09-28 15:44:10, 5718, 1307, Auf Lager
2015-09-28 18:06:03, 5119, 1124, Auf Lager
2015-09-28 23:09:58, 7504, 1396, Auf Lager
2015-09-29 07:41:58, 6930, 1114, Auf Lager
2015-09-29 09:20:58, 6930, 1114, Auf Lager
2015-09-29 09:54:30, 8036, 1348, Auf Lager
2015-09-29 13:55:59, 7854, 1479, Auf Lager
2015-09-29 15:31:10, 4249, 906, Auf Lager
2015-09-29 16:52:34, 4249, 906, Auf Lager
2015-09-29 19:31:15, 4914, 998, Auf Lager
